# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
C14orf180	C14orf180.2	NM_001286399.2.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C14orf180	C14orf180.2	NM_001286400.2.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C14orf39	C14orf39	NM_174978.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C16orf46	C16orf46	NM_001100873.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C16orf89	C16orf89	NM_001098514.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C16orf89	C16orf89	NM_152459.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C16orf97	C16orf97	NM_001242473.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C17orf99	C17orf99	NM_001163075.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C18orf25	C18orf25	NM_001008239.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
C18orf25	C18orf25	NM_145055.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
C18orf61	C18orf61	NR_049896.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C19orf18	C19orf18	NM_152474.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1GALT1	C1GALT1	NM_020156.5	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
C1QTNF1	C1QTNF1	NM_030968.5	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C1QTNF1	C1QTNF1	NM_153372.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C1QTNF1	C1QTNF1	NM_198593.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C1QTNF1	C1QTNF1	NM_198594.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C1QTNF1	C1QTNF1	NR_049769.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C1QTNF4	C1QTNF4	NM_031909.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
C1orf112	C1orf112	NM_001320047.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf112	C1orf112	NM_001320048.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf112	C1orf112	NM_001363739.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf112	C1orf112	NM_001366768.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf112	C1orf112	NM_001366769.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf112	C1orf112	NM_001366770.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf112	C1orf112	NM_001366771.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf112	C1orf112	NM_001366772.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf112	C1orf112	NM_001366773.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf112	C1orf112	NR_159440.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf127	C1orf127	NM_001170754.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf127	C1orf127	NM_001366227.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf141	C1orf141	NM_001276351.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf141	C1orf141	NM_001276352.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf141	C1orf141	NR_075077.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf198	C1orf198	NM_001136494.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf198	C1orf198	NM_001136495.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf198	C1orf198	NM_032800.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf94	C1orf94	NM_001134734.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C1orf94	C1orf94	NM_032884.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C20orf197	C20orf197	NR_126504.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
C20orf197	C20orf197	NR_161291.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
C20orf197	C20orf197	NR_161292.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
C20orf197	C20orf197	NR_161293.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
C20orf78	C20orf78	NR_161342.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C20orf78	C20orf78	NR_161343.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C22orf31	C22orf31	NM_015370.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2CD2	C2CD2	NM_015500.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2CD2	C2CD2	NM_199050.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2CD5	C2CD5	NM_001286173.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2CD5	C2CD5	NM_001286174.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2CD5	C2CD5	NM_001286175.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2CD5	C2CD5	NM_001286176.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2CD5	C2CD5	NM_001286177.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2CD5	C2CD5	NM_014802.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2orf27A	C2orf27A	NM_001354871.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2orf27A	C2orf27A	NM_001354872.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2orf27A	C2orf27A	NM_013310.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2orf27A	C2orf27A	NR_149013.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C2orf27A	C2orf27A	NR_149014.2.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2orf27A	C2orf27A	NR_149015.2.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2orf27A	C2orf27A	NR_149016.2.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2orf49	C2orf49	NM_001286537.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
C2orf49	C2orf49	NM_024093.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
C2orf74	C2orf74	NM_001143959.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2orf74	C2orf74	NM_001143960.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2orf74	C2orf74	NM_001316317.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2orf74	C2orf74	NM_001367069.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2orf74	C2orf74	NM_001367070.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2orf74	C2orf74	NM_001367071.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C2orf91	C2orf91	NR_161189.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C3	C3	NM_000064.4	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
C3orf67	C3orf67	NM_001351530.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C3orf67	C3orf67	NM_001351531.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C3orf67	C3orf67	NM_001351532.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C3orf67	C3orf67	NM_198463.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C3orf67	C3orf67	NR_147234.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C3orf67-AS1	C3orf67-AS1	NR_110820.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C4orf47	C4orf47	NM_001114357.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C4orf47	C4orf47	NM_001346007.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C5orf17	C5orf17	NR_131245.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
C5orf66	C5orf66	NR_161235.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C6orf47	C6orf47.3	NM_021184.4.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
C7	C7	NM_000587.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C7orf26	C7orf26	NM_001303039.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C7orf26	C7orf26	NM_024067.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C7orf50	C7orf50	NM_001134395.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C7orf50	C7orf50	NM_001134396.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C7orf50	C7orf50	NM_001318252.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C7orf50	C7orf50	NM_001350968.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C7orf50	C7orf50	NM_032350.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37-AS1	C8orf37-AS1	NR_038201.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37-AS1	C8orf37-AS1	NR_038202.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37-AS1	C8orf37-AS1	NR_038203.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37-AS1	C8orf37-AS1	NR_038204.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37-AS1	C8orf37-AS1	NR_038205.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37-AS1	C8orf37-AS1	NR_038206.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37-AS1	C8orf37-AS1	NR_038207.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37-AS1	C8orf37-AS1	NR_038208.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37-AS1	C8orf37-AS1	NR_038209.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C8orf44-SGK3	C8orf44-SGK3	NM_001204173.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C9orf92	C9orf92	NM_001271829.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C9orf92	C9orf92	NM_001364979.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CA10	CA10	NM_001082533.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CA10	CA10	NM_001082534.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CA10	CA10	NM_020178.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CA5A	CA5A	NM_001367225.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CA5A	CA5A	NM_001739.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CA5A	CA5A	NR_159798.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CA5A	CA5A	NR_159799.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CAB39L	CAB39L	NM_001079670.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CAB39L	CAB39L	NM_001287337.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CAB39L	CAB39L	NM_001287338.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CAB39L	CAB39L	NM_001287339.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CAB39L	CAB39L	NM_030925.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CABCOCO1	CABCOCO1	NM_001366905.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CABCOCO1	CABCOCO1	NM_001366906.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CABCOCO1	CABCOCO1	NM_001366907.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
CABCOCO1	CABCOCO1	NM_001366908.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CABCOCO1	CABCOCO1	NM_001366909.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
CABCOCO1	CABCOCO1	NM_173554.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CABIN1	CABIN1	NM_001199281.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CABIN1	CABIN1	NM_001201429.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CABIN1	CABIN1	NM_012295.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CABP4	CABP4	NM_001300896.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CACNA1A	CACNA1A	NM_000068.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1A	CACNA1A	NM_001127221.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1A	CACNA1A	NM_001127222.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1A	CACNA1A	NM_001174080.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1A	CACNA1A	NM_023035.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1B	CACNA1B	NM_000718.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA1B	CACNA1B	NM_001243812.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_000719.7.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129827.2.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129829.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129830.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129831.1.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129832.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129833.1.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129834.1.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129835.1.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129836.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129837.1.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129838.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129839.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129840.2.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129841.1.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129842.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129843.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129844.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001129846.1.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001167623.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001167624.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_001167625.1.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C	CACNA1C.2	NM_199460.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1C-AS1	CACNA1C-AS1	NR_045725.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA1C-IT3	CACNA1C-IT3	NR_046769.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA1D	CACNA1D	NM_000720.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA1D	CACNA1D	NM_001128839.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA1D	CACNA1D	NM_001128840.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA1E	CACNA1E	NM_000721.4	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0
CACNA1E	CACNA1E	NM_001205293.3	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0
CACNA1E	CACNA1E	NM_001205294.2	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0
CACNA1G	CACNA1G	NM_001256324.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256325.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256326.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256327.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256328.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256329.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256330.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256331.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256332.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256333.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256334.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256359.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256360.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_001256361.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_018896.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198376.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198377.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198378.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198379.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198380.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198382.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198383.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198384.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198385.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198386.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198387.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198388.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NM_198396.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NR_046054.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NR_046055.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NR_046056.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NR_046057.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1G	CACNA1G	NR_046058.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1H	CACNA1H	NM_001005407.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA1H	CACNA1H	NM_021098.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
CACNA2D1	CACNA2D1	NM_000722.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA2D1	CACNA2D1	NM_001302890.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA2D1	CACNA2D1	NM_001366867.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA2D3	CACNA2D3	NM_018398.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNB2	CACNB2	NM_000724.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
CACNB2	CACNB2	NM_001167945.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
CACNB2	CACNB2	NM_001330060.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
CACNB2	CACNB2	NM_201570.3	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1
CACNB2	CACNB2	NM_201571.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
CACNB2	CACNB2	NM_201572.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
CACNB2	CACNB2	NM_201590.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
CACNB2	CACNB2	NM_201593.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
CACNB2	CACNB2	NM_201596.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
CACNB2	CACNB2	NM_201597.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
CACNB4	CACNB4	NM_000726.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNB4	CACNB4	NM_001005746.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNB4	CACNB4	NM_001145798.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNB4	CACNB4	NM_001330113.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNG3	CACNG3	NM_006539.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNG6	CACNG6	NM_031897.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNG6	CACNG6	NM_145814.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNG6	CACNG6	NM_145815.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACNG6	CACNG6	NR_102308.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CACTIN-AS1	CACTIN-AS1	NR_038865.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CADM1	CADM1	NM_001098517.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CADM1	CADM1	NM_001301043.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CADM1	CADM1	NM_001301044.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CADM1	CADM1	NM_001301045.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CADM1	CADM1	NM_014333.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CADM2	CADM2	NM_001167674.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
CADM2	CADM2	NM_001167675.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0
CADM2	CADM2	NM_001256502.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CADM2	CADM2	NM_001256503.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CADM2	CADM2	NM_001256504.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
